userId,courseId,title,proficiency_level,updated_year,updated_month,updated_day
103,19,Snowflake Essentials: Data Warehousing,Intermediate,2022,10,11
103,21,Power BI for Data Visualization,Advanced,2021,4,4
103,26,Agile Methodologies for HR and IT,Advanced,2023,11,24
103,26,Agile Methodologies for HR and IT,Advanced,2023,12,1
103,28,Effective Communication in HR,Advanced,2024,2,11
103,30,Building a Diverse Workplace Culture,Intermediate,2021,2,27
104,1,Java Programming Essentials,Beginner,2021,9,28
104,2,Mastering Java Swing for Desktop Applications,Beginner,2021,10,16
104,3,SQL for Data Management,Advanced,2024,5,16
104,10,JavaScript Fundamentals,Intermediate,2024,7,13
104,13,TypeScript for Large Applications,Intermediate,2021,10,21
104,17,Data Analysis Techniques for Business Insights,Beginner,2021,10,8
104,18,DBT: Transforming Data in the Warehouse,Beginner,2024,4,24
104,18,DBT: Transforming Data in the Warehouse,Beginner,2024,5,9
104,23,Cloud Security: Best Practices for IT,Beginner,2023,9,22
104,25,IT Project Management Fundamentals,Advanced,2023,2,10
104,28,Effective Communication in HR,Advanced,2024,1,2
105,4,C Programming for Beginners,Beginner,2021,10,8
105,5,Advanced C# Techniques,Advanced,2021,3,16
105,16,Machine Learning with Python,Intermediate,2020,6,8
105,17,Data Analysis Techniques for Business Insights,Beginner,2020,3,6
105,19,Snowflake Essentials: Data Warehousing,Intermediate,2022,10,8
105,20,Azure Cloud Fundamentals,Beginner,2021,11,2
105,22,Data Structures and Algorithms in Java,Beginner,2022,7,28
105,26,Agile Methodologies for HR and IT,Advanced,2023,12,3
105,28,Effective Communication in HR,Advanced,2024,1,29
105,28,Effective Communication in HR,Advanced,2024,1,30
106,4,C Programming for Beginners,Beginner,2021,12,22
106,11,Node.js for Scalable Network Applications,Advanced,2022,12,7
106,13,TypeScript for Large Applications,Intermediate,2020,10,5
106,17,Data Analysis Techniques for Business Insights,Beginner,2020,9,27
106,17,Data Analysis Techniques for Business Insights,Beginner,2020,10,7
106,25,IT Project Management Fundamentals,Advanced,2023,3,18
106,28,Effective Communication in HR,Advanced,2024,2,25
107,2,Mastering Java Swing for Desktop Applications,Beginner,2020,10,18
107,4,C Programming for Beginners,Beginner,2021,10,27
107,13,TypeScript for Large Applications,Intermediate,2020,7,2
107,24,HR Analytics: Leveraging Data for HR Decisions,Beginner,2023,7,12
107,25,IT Project Management Fundamentals,Advanced,2023,1,29
108,1,Java Programming Essentials,Beginner,2020,4,18
108,2,Mastering Java Swing for Desktop Applications,Beginner,2020,9,20
108,7,Go: A Comprehensive Guide,Advanced,2022,8,24
108,7,Go: A Comprehensive Guide,Advanced,2022,9,4
108,9,HTML & CSS: The Complete Guide,Intermediate,2020,3,17
108,15,DevOps Fundamentals: Continuous Integration & Delivery,Intermediate,2021,12,18
108,18,DBT: Transforming Data in the Warehouse,Beginner,2024,4,24
108,23,Cloud Security: Best Practices for IT,Beginner,2023,9,16
108,23,Cloud Security: Best Practices for IT,Beginner,2023,10,26
109,1,Java Programming Essentials,Beginner,2020,6,20
109,3,SQL for Data Management,Advanced,2024,5,30
109,6,C++ for Game Development,Intermediate,2024,1,4
109,13,TypeScript for Large Applications,Intermediate,2020,7,2
109,19,Snowflake Essentials: Data Warehousing,Intermediate,2022,10,11
109,20,Azure Cloud Fundamentals,Beginner,2021,11,2
109,24,HR Analytics: Leveraging Data for HR Decisions,Beginner,2023,7,12
109,24,HR Analytics: Leveraging Data for HR Decisions,Beginner,2023,9,18
109,28,Effective Communication in HR,Advanced,2024,1,2
110,2,Mastering Java Swing for Desktop Applications,Beginner,2022,9,27
110,4,C Programming for Beginners,Beginner,2022,9,30
110,5,Advanced C# Techniques,Advanced,2022,9,14
110,5,Advanced C# Techniques,Advanced,2022,10,10
110,8,Building Web Applications with Django,Beginner,2024,10,6
110,12,Next.js: Server-Side Rendering Made Easy,Intermediate,2022,10,10
110,13,TypeScript for Large Applications,Intermediate,2022,9,23
110,13,TypeScript for Large Applications,Intermediate,2022,9,22
110,17,Data Analysis Techniques for Business Insights,Beginner,2022,10,7
110,18,DBT: Transforming Data in the Warehouse,Beginner,2024,5,2
110,26,Agile Methodologies for HR and IT,Advanced,2023,11,23
111,9,HTML & CSS: The Complete Guide,Intermediate,2020,3,16
111,13,TypeScript for Large Applications,Intermediate,2020,7,8
111,13,TypeScript for Large Applications,Intermediate,2020,8,3
111,18,DBT: Transforming Data in the Warehouse,Beginner,2024,4,29
111,25,IT Project Management Fundamentals,Advanced,2023,2,2
112,1,Java Programming Essentials,Beginner,2020,9,28
112,1,Java Programming Essentials,Beginner,2020,10,5
112,3,SQL for Data Management,Advanced,2024,7,21
112,8,Building Web Applications with Django,Beginner,2024,10,11
112,9,HTML & CSS: The Complete Guide,Intermediate,2020,9,27
112,12,Next.js: Server-Side Rendering Made Easy,Intermediate,2021,12,29
112,18,DBT: Transforming Data in the Warehouse,Beginner,2024,4,24
112,20,Azure Cloud Fundamentals,Beginner,2021,11,6
112,28,Effective Communication in HR,Advanced,2024,1,2
112,30,Building a Diverse Workplace Culture,Intermediate,2021,2,13
113,5,Advanced C# Techniques,Advanced,2021,3,16
113,9,HTML & CSS: The Complete Guide,Intermediate,2020,4,23
113,11,Node.js for Scalable Network Applications,Advanced,2022,12,11
113,11,Node.js for Scalable Network Applications,Advanced,2022,12,25
113,13,TypeScript for Large Applications,Intermediate,2020,7,18
113,18,DBT: Transforming Data in the Warehouse,Beginner,2024,5,12
113,23,Cloud Security: Best Practices for IT,Beginner,2023,10,20
113,24,HR Analytics: Leveraging Data for HR Decisions,Beginner,2023,9,10
113,28,Effective Communication in HR,Advanced,2024,1,2
114,12,Next.js: Server-Side Rendering Made Easy,Intermediate,2021,12,8
114,20,Azure Cloud Fundamentals,Beginner,2021,11,2
114,24,HR Analytics: Leveraging Data for HR Decisions,Beginner,2023,7,12
114,29,Talent Management Strategies in the Digital Age,Beginner,2022,9,2
115,1,Java Programming Essentials,Beginner,2021,5,28
115,2,Mastering Java Swing for Desktop Applications,Beginner,2021,6,3
115,2,Mastering Java Swing for Desktop Applications,Beginner,2021,6,5
115,3,SQL for Data Management,Advanced,2024,5,10
115,5,Advanced C# Techniques,Advanced,2021,6,5
115,9,HTML & CSS: The Complete Guide,Intermediate,2021,6,10
115,15,DevOps Fundamentals: Continuous Integration & Delivery,Intermediate,2021,12,18
115,19,Snowflake Essentials: Data Warehousing,Intermediate,2022,10,25
115,25,IT Project Management Fundamentals,Advanced,2023,2,14
115,29,Talent Management Strategies in the Digital Age,Beginner,2022,8,26
115,30,Building a Diverse Workplace Culture,Intermediate,2021,5,16
116,1,Java Programming Essentials,Beginner,2020,6,10
116,2,Mastering Java Swing for Desktop Applications,Beginner,2020,10,30
116,3,SQL for Data Management,Advanced,2024,5,16
116,3,SQL for Data Management,Advanced,2024,5,31
116,4,C Programming for Beginners,Beginner,2021,10,7
116,12,Next.js: Server-Side Rendering Made Easy,Intermediate,2022,1,11
116,18,DBT: Transforming Data in the Warehouse,Beginner,2024,6,2
116,18,DBT: Transforming Data in the Warehouse,Beginner,2024,5,10
116,23,Cloud Security: Best Practices for IT,Beginner,2023,9,16
116,25,IT Project Management Fundamentals,Advanced,2023,3,8
117,1,Java Programming Essentials,Beginner,2020,4,18
117,9,HTML & CSS: The Complete Guide,Intermediate,2020,3,31
117,12,Next.js: Server-Side Rendering Made Easy,Intermediate,2021,12,16
117,13,TypeScript for Large Applications,Intermediate,2020,7,3
117,19,Snowflake Essentials: Data Warehousing,Intermediate,2022,10,1
117,27,Cybersecurity Essentials for IT Professionals,Advanced,2021,1,13
117,30,Building a Diverse Workplace Culture,Intermediate,2021,3,24
118,1,Java Programming Essentials,Beginner,2020,4,18
118,3,SQL for Data Management,Advanced,2024,5,10
118,11,Node.js for Scalable Network Applications,Advanced,2023,1,4
118,14,Python for Data Analysis,Beginner,2022,6,9
118,16,Machine Learning with Python,Intermediate,2020,7,4
118,24,HR Analytics: Leveraging Data for HR Decisions,Beginner,2023,8,21
119,1,Java Programming Essentials,Beginner,2023,4,5
119,2,Mastering Java Swing for Desktop Applications,Beginner,2023,4,21
119,5,Advanced C# Techniques,Advanced,2023,4,9
119,22,Data Structures and Algorithms in Java,Beginner,2023,4,2
119,23,Cloud Security: Best Practices for IT,Beginner,2023,9,16
119,28,Effective Communication in HR,Advanced,2024,1,2
120,8,Building Web Applications with Django,Beginner,2024,9,26
120,9,HTML & CSS: The Complete Guide,Intermediate,2021,9,17
120,9,HTML & CSS: The Complete Guide,Intermediate,2021,9,28
120,25,IT Project Management Fundamentals,Advanced,2023,1,23
121,2,Mastering Java Swing for Desktop Applications,Beginner,2021,2,6
121,3,SQL for Data Management,Advanced,2024,6,15
121,11,Node.js for Scalable Network Applications,Advanced,2022,12,15
121,15,DevOps Fundamentals: Continuous Integration & Delivery,Intermediate,2022,1,3
121,16,Machine Learning with Python,Intermediate,2021,2,2
121,22,Data Structures and Algorithms in Java,Beginner,2022,7,28
121,22,Data Structures and Algorithms in Java,Beginner,2022,8,24
121,27,Cybersecurity Essentials for IT Professionals,Advanced,2021,2,28
121,30,Building a Diverse Workplace Culture,Intermediate,2021,2,13
122,1,Java Programming Essentials,Beginner,2020,5,8
122,2,Mastering Java Swing for Desktop Applications,Beginner,2020,11,5
122,8,Building Web Applications with Django,Beginner,2024,10,10
122,9,HTML & CSS: The Complete Guide,Intermediate,2020,3,16
122,9,HTML & CSS: The Complete Guide,Intermediate,2020,4,11
122,18,DBT: Transforming Data in the Warehouse,Beginner,2024,6,11
122,19,Snowflake Essentials: Data Warehousing,Intermediate,2022,10,9
123,1,Java Programming Essentials,Beginner,2020,4,18
123,1,Java Programming Essentials,Beginner,2020,6,21
123,2,Mastering Java Swing for Desktop Applications,Beginner,2020,9,12
123,4,C Programming for Beginners,Beginner,2021,10,11
123,4,C Programming for Beginners,Beginner,2021,10,15
123,25,IT Project Management Fundamentals,Advanced,2023,1,23
123,28,Effective Communication in HR,Advanced,2024,1,2
124,2,Mastering Java Swing for Desktop Applications,Beginner,2023,12,28
124,5,Advanced C# Techniques,Advanced,2023,12,25
124,5,Advanced C# Techniques,Advanced,2023,12,18
124,7,Go: A Comprehensive Guide,Advanced,2023,12,16
124,8,Building Web Applications with Django,Beginner,2024,9,26
124,8,Building Web Applications with Django,Beginner,2024,10,2
124,10,JavaScript Fundamentals,Intermediate,2024,8,3
124,11,Node.js for Scalable Network Applications,Advanced,2024,1,1
124,17,Data Analysis Techniques for Business Insights,Beginner,2023,12,26
124,17,Data Analysis Techniques for Business Insights,Beginner,2023,12,13
124,18,DBT: Transforming Data in the Warehouse,Beginner,2024,6,11
124,26,Agile Methodologies for HR and IT,Advanced,2023,12,22
125,3,SQL for Data Management,Advanced,2024,5,24
125,4,C Programming for Beginners,Beginner,2021,10,7
125,5,Advanced C# Techniques,Advanced,2021,3,6
125,8,Building Web Applications with Django,Beginner,2024,9,26
125,9,HTML & CSS: The Complete Guide,Intermediate,2020,3,16
125,16,Machine Learning with Python,Intermediate,2020,5,27
125,19,Snowflake Essentials: Data Warehousing,Intermediate,2022,10,13
126,1,Java Programming Essentials,Beginner,2021,12,23
126,5,Advanced C# Techniques,Advanced,2021,12,19
126,5,Advanced C# Techniques,Advanced,2021,12,14
126,9,HTML & CSS: The Complete Guide,Intermediate,2021,11,27
126,19,Snowflake Essentials: Data Warehousing,Intermediate,2022,10,1
126,24,HR Analytics: Leveraging Data for HR Decisions,Beginner,2023,7,18
126,28,Effective Communication in HR,Advanced,2024,1,2
126,28,Effective Communication in HR,Advanced,2024,1,6
127,1,Java Programming Essentials,Beginner,2020,5,3
127,3,SQL for Data Management,Advanced,2024,5,10
127,5,Advanced C# Techniques,Advanced,2021,2,24
127,12,Next.js: Server-Side Rendering Made Easy,Intermediate,2021,12,8
127,13,TypeScript for Large Applications,Intermediate,2020,7,2
127,24,HR Analytics: Leveraging Data for HR Decisions,Beginner,2023,8,17
127,24,HR Analytics: Leveraging Data for HR Decisions,Beginner,2023,8,9
127,25,IT Project Management Fundamentals,Advanced,2023,3,18
127,28,Effective Communication in HR,Advanced,2024,1,7
128,1,Java Programming Essentials,Beginner,2020,5,2
128,1,Java Programming Essentials,Beginner,2020,5,20
128,3,SQL for Data Management,Advanced,2024,5,24
128,5,Advanced C# Techniques,Advanced,2021,2,24
128,9,HTML & CSS: The Complete Guide,Intermediate,2020,3,18
128,17,Data Analysis Techniques for Business Insights,Beginner,2020,3,6
128,23,Cloud Security: Best Practices for IT,Beginner,2023,9,26
128,24,HR Analytics: Leveraging Data for HR Decisions,Beginner,2023,7,26
128,25,IT Project Management Fundamentals,Advanced,2023,2,28
128,27,Cybersecurity Essentials for IT Professionals,Advanced,2021,2,13
128,29,Talent Management Strategies in the Digital Age,Beginner,2022,8,19
129,7,Go: A Comprehensive Guide,Advanced,2022,9,11
129,11,Node.js for Scalable Network Applications,Advanced,2022,12,2
129,17,Data Analysis Techniques for Business Insights,Beginner,2021,3,25
129,18,DBT: Transforming Data in the Warehouse,Beginner,2024,4,26
129,20,Azure Cloud Fundamentals,Beginner,2021,11,2
129,21,Power BI for Data Visualization,Advanced,2021,5,5
129,25,IT Project Management Fundamentals,Advanced,2023,2,2
130,3,SQL for Data Management,Advanced,2024,5,10
130,5,Advanced C# Techniques,Advanced,2024,3,17
130,9,HTML & CSS: The Complete Guide,Intermediate,2024,4,3
130,10,JavaScript Fundamentals,Intermediate,2024,8,1
130,12,Next.js: Server-Side Rendering Made Easy,Intermediate,2024,3,11
130,17,Data Analysis Techniques for Business Insights,Beginner,2024,4,2
130,22,Data Structures and Algorithms in Java,Beginner,2024,3,6
130,28,Effective Communication in HR,Advanced,2024,3,4
130,29,Talent Management Strategies in the Digital Age,Beginner,2024,3,30
131,1,Java Programming Essentials,Beginner,2022,4,12
131,7,Go: A Comprehensive Guide,Advanced,2022,8,30
131,10,JavaScript Fundamentals,Intermediate,2024,7,10
131,12,Next.js: Server-Side Rendering Made Easy,Intermediate,2022,4,5
131,15,DevOps Fundamentals: Continuous Integration & Delivery,Intermediate,2022,4,7
131,18,DBT: Transforming Data in the Warehouse,Beginner,2024,4,29
131,21,Power BI for Data Visualization,Advanced,2022,4,7
131,21,Power BI for Data Visualization,Advanced,2022,5,5
131,24,HR Analytics: Leveraging Data for HR Decisions,Beginner,2023,7,15
131,28,Effective Communication in HR,Advanced,2024,1,2
132,1,Java Programming Essentials,Beginner,2022,12,19
132,3,SQL for Data Management,Advanced,2024,5,10
132,3,SQL for Data Management,Advanced,2024,5,22
132,6,C++ for Game Development,Intermediate,2024,1,28
132,13,TypeScript for Large Applications,Intermediate,2022,12,26
132,14,Python for Data Analysis,Beginner,2022,12,4
132,16,Machine Learning with Python,Intermediate,2022,12,20
132,16,Machine Learning with Python,Intermediate,2022,12,18
132,20,Azure Cloud Fundamentals,Beginner,2022,12,9
132,24,HR Analytics: Leveraging Data for HR Decisions,Beginner,2023,8,11
132,27,Cybersecurity Essentials for IT Professionals,Advanced,2022,12,15
133,2,Mastering Java Swing for Desktop Applications,Beginner,2023,11,8
133,6,C++ for Game Development,Intermediate,2024,1,11
133,13,TypeScript for Large Applications,Intermediate,2023,11,14
133,20,Azure Cloud Fundamentals,Beginner,2023,11,10
133,23,Cloud Security: Best Practices for IT,Beginner,2023,11,14
133,25,IT Project Management Fundamentals,Advanced,2023,11,13
133,25,IT Project Management Fundamentals,Advanced,2023,11,9
133,28,Effective Communication in HR,Advanced,2024,1,5
133,29,Talent Management Strategies in the Digital Age,Beginner,2023,11,10
134,7,Go: A Comprehensive Guide,Advanced,2022,9,13
134,9,HTML & CSS: The Complete Guide,Intermediate,2020,4,15
134,9,HTML & CSS: The Complete Guide,Intermediate,2020,5,7
134,15,DevOps Fundamentals: Continuous Integration & Delivery,Intermediate,2021,12,18
135,9,HTML & CSS: The Complete Guide,Intermediate,2023,9,2
135,11,Node.js for Scalable Network Applications,Advanced,2023,8,26
135,12,Next.js: Server-Side Rendering Made Easy,Intermediate,2023,8,30
135,15,DevOps Fundamentals: Continuous Integration & Delivery,Intermediate,2023,9,12
135,16,Machine Learning with Python,Intermediate,2023,9,20
135,26,Agile Methodologies for HR and IT,Advanced,2023,11,23
136,1,Java Programming Essentials,Beginner,2020,6,17
136,3,SQL for Data Management,Advanced,2024,5,14
136,8,Building Web Applications with Django,Beginner,2024,9,30
136,9,HTML & CSS: The Complete Guide,Intermediate,2020,3,22
136,9,HTML & CSS: The Complete Guide,Intermediate,2020,5,9
136,10,JavaScript Fundamentals,Intermediate,2024,7,29
136,16,Machine Learning with Python,Intermediate,2020,5,27
136,28,Effective Communication in HR,Advanced,2024,1,2
137,1,Java Programming Essentials,Beginner,2020,4,22
137,1,Java Programming Essentials,Beginner,2020,5,22
137,2,Mastering Java Swing for Desktop Applications,Beginner,2020,11,11
137,5,Advanced C# Techniques,Advanced,2021,3,30
137,13,TypeScript for Large Applications,Intermediate,2020,7,3
137,13,TypeScript for Large Applications,Intermediate,2020,7,5
137,18,DBT: Transforming Data in the Warehouse,Beginner,2024,6,27
137,21,Power BI for Data Visualization,Advanced,2021,4,8
137,22,Data Structures and Algorithms in Java,Beginner,2022,8,15
137,30,Building a Diverse Workplace Culture,Intermediate,2021,2,13
138,1,Java Programming Essentials,Beginner,2022,4,7
138,3,SQL for Data Management,Advanced,2024,5,24
138,9,HTML & CSS: The Complete Guide,Intermediate,2022,4,15
138,19,Snowflake Essentials: Data Warehousing,Intermediate,2022,11,3
138,20,Azure Cloud Fundamentals,Beginner,2022,3,20
138,20,Azure Cloud Fundamentals,Beginner,2022,3,29
138,25,IT Project Management Fundamentals,Advanced,2023,2,9
138,26,Agile Methodologies for HR and IT,Advanced,2023,11,23
139,5,Advanced C# Techniques,Advanced,2021,3,5
139,11,Node.js for Scalable Network Applications,Advanced,2022,12,21
139,11,Node.js for Scalable Network Applications,Advanced,2023,1,30
139,17,Data Analysis Techniques for Business Insights,Beginner,2020,3,22
139,18,DBT: Transforming Data in the Warehouse,Beginner,2024,5,26
139,27,Cybersecurity Essentials for IT Professionals,Advanced,2021,3,12
140,1,Java Programming Essentials,Beginner,2022,11,4
140,1,Java Programming Essentials,Beginner,2022,11,3
140,1,Java Programming Essentials,Beginner,2022,11,4
140,3,SQL for Data Management,Advanced,2024,5,10
140,9,HTML & CSS: The Complete Guide,Intermediate,2022,11,27
140,13,TypeScript for Large Applications,Intermediate,2022,11,9
140,13,TypeScript for Large Applications,Intermediate,2022,11,16
140,16,Machine Learning with Python,Intermediate,2022,10,30
140,17,Data Analysis Techniques for Business Insights,Beginner,2022,11,14
140,18,DBT: Transforming Data in the Warehouse,Beginner,2024,5,10
140,23,Cloud Security: Best Practices for IT,Beginner,2023,9,16
140,24,HR Analytics: Leveraging Data for HR Decisions,Beginner,2023,8,17
140,27,Cybersecurity Essentials for IT Professionals,Advanced,2022,11,20
141,3,SQL for Data Management,Advanced,2024,9,28
141,3,SQL for Data Management,Advanced,2024,10,8
141,5,Advanced C# Techniques,Advanced,2024,9,27
141,6,C++ for Game Development,Intermediate,2024,10,10
141,9,HTML & CSS: The Complete Guide,Intermediate,2024,10,8
141,16,Machine Learning with Python,Intermediate,2024,10,16
141,17,Data Analysis Techniques for Business Insights,Beginner,2024,10,16
141,17,Data Analysis Techniques for Business Insights,Beginner,2024,10,6
141,18,DBT: Transforming Data in the Warehouse,Beginner,2024,9,29
141,19,Snowflake Essentials: Data Warehousing,Intermediate,2024,10,2
141,22,Data Structures and Algorithms in Java,Beginner,2024,9,26
141,26,Agile Methodologies for HR and IT,Advanced,2024,10,10
141,28,Effective Communication in HR,Advanced,2024,10,26
142,1,Java Programming Essentials,Beginner,2020,7,7
142,7,Go: A Comprehensive Guide,Advanced,2022,8,30
142,11,Node.js for Scalable Network Applications,Advanced,2023,2,11
142,28,Effective Communication in HR,Advanced,2024,3,6
143,5,Advanced C# Techniques,Advanced,2021,3,16
143,9,HTML & CSS: The Complete Guide,Intermediate,2020,3,22
143,22,Data Structures and Algorithms in Java,Beginner,2022,7,28
143,24,HR Analytics: Leveraging Data for HR Decisions,Beginner,2023,7,19
143,25,IT Project Management Fundamentals,Advanced,2023,3,3
143,25,IT Project Management Fundamentals,Advanced,2023,2,20
143,27,Cybersecurity Essentials for IT Professionals,Advanced,2021,3,6
144,2,Mastering Java Swing for Desktop Applications,Beginner,2022,12,9
144,3,SQL for Data Management,Advanced,2024,5,22
144,9,HTML & CSS: The Complete Guide,Intermediate,2022,11,13
144,9,HTML & CSS: The Complete Guide,Intermediate,2022,11,29
144,9,HTML & CSS: The Complete Guide,Intermediate,2022,11,19
144,11,Node.js for Scalable Network Applications,Advanced,2022,11,27
144,22,Data Structures and Algorithms in Java,Beginner,2022,12,8
144,22,Data Structures and Algorithms in Java,Beginner,2022,11,21
144,28,Effective Communication in HR,Advanced,2024,1,8
144,28,Effective Communication in HR,Advanced,2024,1,8
145,2,Mastering Java Swing for Desktop Applications,Beginner,2021,8,23
145,5,Advanced C# Techniques,Advanced,2021,8,31
145,8,Building Web Applications with Django,Beginner,2024,9,26
145,13,TypeScript for Large Applications,Intermediate,2021,9,4
145,14,Python for Data Analysis,Beginner,2022,4,14
145,15,DevOps Fundamentals: Continuous Integration & Delivery,Intermediate,2021,12,26
145,18,DBT: Transforming Data in the Warehouse,Beginner,2024,4,24
145,28,Effective Communication in HR,Advanced,2024,1,2
146,1,Java Programming Essentials,Beginner,2020,4,18
146,1,Java Programming Essentials,Beginner,2020,5,4
146,4,C Programming for Beginners,Beginner,2021,10,16
146,14,Python for Data Analysis,Beginner,2022,5,17
146,19,Snowflake Essentials: Data Warehousing,Intermediate,2022,11,8
146,21,Power BI for Data Visualization,Advanced,2021,3,21
146,28,Effective Communication in HR,Advanced,2024,1,13
147,1,Java Programming Essentials,Beginner,2020,5,4
147,9,HTML & CSS: The Complete Guide,Intermediate,2020,4,21
147,13,TypeScript for Large Applications,Intermediate,2020,7,6
147,15,DevOps Fundamentals: Continuous Integration & Delivery,Intermediate,2021,12,30
147,16,Machine Learning with Python,Intermediate,2020,7,14
147,17,Data Analysis Techniques for Business Insights,Beginner,2020,3,6
147,19,Snowflake Essentials: Data Warehousing,Intermediate,2022,11,2
147,19,Snowflake Essentials: Data Warehousing,Intermediate,2022,12,16
147,22,Data Structures and Algorithms in Java,Beginner,2022,8,2
148,11,Node.js for Scalable Network Applications,Advanced,2022,11,27
148,17,Data Analysis Techniques for Business Insights,Beginner,2020,3,28
148,19,Snowflake Essentials: Data Warehousing,Intermediate,2022,10,10
148,20,Azure Cloud Fundamentals,Beginner,2021,11,26
148,27,Cybersecurity Essentials for IT Professionals,Advanced,2021,1,17
149,1,Java Programming Essentials,Beginner,2020,5,7
149,3,SQL for Data Management,Advanced,2024,5,21
149,6,C++ for Game Development,Intermediate,2024,1,5
149,10,JavaScript Fundamentals,Intermediate,2024,7,10
149,14,Python for Data Analysis,Beginner,2022,5,10
149,15,DevOps Fundamentals: Continuous Integration & Delivery,Intermediate,2021,12,18
149,17,Data Analysis Techniques for Business Insights,Beginner,2020,3,12
149,19,Snowflake Essentials: Data Warehousing,Intermediate,2022,10,1
149,23,Cloud Security: Best Practices for IT,Beginner,2023,9,16
149,24,HR Analytics: Leveraging Data for HR Decisions,Beginner,2023,7,21
149,28,Effective Communication in HR,Advanced,2024,1,2
150,5,Advanced C# Techniques,Advanced,2023,12,6
150,12,Next.js: Server-Side Rendering Made Easy,Intermediate,2023,11,19
151,7,Go: A Comprehensive Guide,Advanced,2022,8,24
151,16,Machine Learning with Python,Intermediate,2020,6,4
151,23,Cloud Security: Best Practices for IT,Beginner,2023,9,16
151,26,Agile Methodologies for HR and IT,Advanced,2023,11,23
151,28,Effective Communication in HR,Advanced,2024,1,8
151,28,Effective Communication in HR,Advanced,2024,2,27
152,1,Java Programming Essentials,Beginner,2023,4,4
152,1,Java Programming Essentials,Beginner,2023,4,4
152,7,Go: A Comprehensive Guide,Advanced,2023,3,12
152,9,HTML & CSS: The Complete Guide,Intermediate,2023,3,14
152,20,Azure Cloud Fundamentals,Beginner,2023,3,28
152,23,Cloud Security: Best Practices for IT,Beginner,2023,10,20
152,23,Cloud Security: Best Practices for IT,Beginner,2023,11,15
152,24,HR Analytics: Leveraging Data for HR Decisions,Beginner,2023,7,19
152,29,Talent Management Strategies in the Digital Age,Beginner,2023,3,12
152,30,Building a Diverse Workplace Culture,Intermediate,2023,4,4
153,1,Java Programming Essentials,Beginner,2023,1,3
153,6,C++ for Game Development,Intermediate,2024,1,4
153,9,HTML & CSS: The Complete Guide,Intermediate,2022,12,19
153,11,Node.js for Scalable Network Applications,Advanced,2023,1,1
153,13,TypeScript for Large Applications,Intermediate,2023,1,14
153,24,HR Analytics: Leveraging Data for HR Decisions,Beginner,2023,8,3
153,25,IT Project Management Fundamentals,Advanced,2023,2,6
153,25,IT Project Management Fundamentals,Advanced,2023,1,25
153,26,Agile Methodologies for HR and IT,Advanced,2024,1,10
153,28,Effective Communication in HR,Advanced,2024,2,7
153,30,Building a Diverse Workplace Culture,Intermediate,2022,12,24
154,9,HTML & CSS: The Complete Guide,Intermediate,2023,1,28
154,9,HTML & CSS: The Complete Guide,Intermediate,2023,1,23
154,10,JavaScript Fundamentals,Intermediate,2024,7,10
154,12,Next.js: Server-Side Rendering Made Easy,Intermediate,2023,1,20
154,15,DevOps Fundamentals: Continuous Integration & Delivery,Intermediate,2023,2,11
154,19,Snowflake Essentials: Data Warehousing,Intermediate,2023,1,19
154,22,Data Structures and Algorithms in Java,Beginner,2023,1,30
154,22,Data Structures and Algorithms in Java,Beginner,2023,2,2
154,24,HR Analytics: Leveraging Data for HR Decisions,Beginner,2023,7,23
154,24,HR Analytics: Leveraging Data for HR Decisions,Beginner,2023,8,23
154,28,Effective Communication in HR,Advanced,2024,1,2
154,30,Building a Diverse Workplace Culture,Intermediate,2023,2,14
155,1,Java Programming Essentials,Beginner,2021,9,30
155,2,Mastering Java Swing for Desktop Applications,Beginner,2021,9,22
155,4,C Programming for Beginners,Beginner,2021,10,7
155,7,Go: A Comprehensive Guide,Advanced,2022,10,11
155,12,Next.js: Server-Side Rendering Made Easy,Intermediate,2021,12,18
155,18,DBT: Transforming Data in the Warehouse,Beginner,2024,5,2
155,19,Snowflake Essentials: Data Warehousing,Intermediate,2022,10,1
155,20,Azure Cloud Fundamentals,Beginner,2021,11,17
155,22,Data Structures and Algorithms in Java,Beginner,2022,8,31
155,23,Cloud Security: Best Practices for IT,Beginner,2023,10,26
155,26,Agile Methodologies for HR and IT,Advanced,2023,11,23
155,26,Agile Methodologies for HR and IT,Advanced,2023,12,6
155,28,Effective Communication in HR,Advanced,2024,1,2
155,28,Effective Communication in HR,Advanced,2024,2,5
156,1,Java Programming Essentials,Beginner,2020,4,24
156,1,Java Programming Essentials,Beginner,2020,4,20
156,3,SQL for Data Management,Advanced,2024,5,10
156,5,Advanced C# Techniques,Advanced,2021,3,14
156,5,Advanced C# Techniques,Advanced,2021,4,3
156,7,Go: A Comprehensive Guide,Advanced,2022,9,8
156,8,Building Web Applications with Django,Beginner,2024,9,26
156,15,DevOps Fundamentals: Continuous Integration & Delivery,Intermediate,2022,1,20
156,18,DBT: Transforming Data in the Warehouse,Beginner,2024,4,24
156,30,Building a Diverse Workplace Culture,Intermediate,2021,2,24
156,30,Building a Diverse Workplace Culture,Intermediate,2021,4,6
157,5,Advanced C# Techniques,Advanced,2022,8,21
157,9,HTML & CSS: The Complete Guide,Intermediate,2022,8,16
157,17,Data Analysis Techniques for Business Insights,Beginner,2022,8,25
157,24,HR Analytics: Leveraging Data for HR Decisions,Beginner,2023,8,15
157,30,Building a Diverse Workplace Culture,Intermediate,2022,8,20
158,1,Java Programming Essentials,Beginner,2022,2,2
