id,courseId,userId,chapters_completed,percentage_completed,certificate,updated_day,updated_month,updated_year,progress_category
6286,30,70,6,33.33333333333333,,13,2,2021,In Progress
6287,30,70,2,11.11111111111111,,1,3,2021,In Progress
6288,30,70,12,66.66666666666666,,15,2,2021,In Progress
6289,30,70,3,16.666666666666664,,3,3,2021,In Progress
6290,30,70,3,16.666666666666664,,29,3,2021,In Progress
6291,1,71,4,80.0,,18,4,2020,In Progress
6292,1,71,1,20.0,,21,4,2020,In Progress
6293,1,71,4,80.0,,20,4,2020,In Progress
6294,2,71,3,33.33333333333333,,12,9,2020,In Progress
6295,3,71,8,80.0,,10,5,2024,In Progress
6296,3,71,5,50.0,,16,5,2024,In Progress
6297,3,71,4,40.0,,11,6,2024,In Progress
6298,4,71,4,26.666666666666668,,7,10,2021,In Progress
6299,4,71,10,66.66666666666666,,19,10,2021,In Progress
6300,4,71,1,6.666666666666667,,11,10,2021,In Progress
6301,4,71,4,26.666666666666668,,24,11,2021,In Progress
6302,5,71,7,100.0,require.pdf,24,2,2021,Completed
6303,5,71,3,42.85714285714285,,9,3,2021,In Progress
6304,6,71,15,88.23529411764706,,4,1,2024,In Progress
6305,6,71,9,52.94117647058824,,10,1,2024,In Progress
6306,6,71,7,41.17647058823529,,24,1,2024,In Progress
6307,6,71,1,5.88235294117647,,28,1,2024,In Progress
6308,6,71,16,94.11764705882352,,13,2,2024,In Progress
6309,7,71,3,18.75,,24,8,2022,In Progress
6310,7,71,9,56.25,,2,9,2022,In Progress
6311,7,71,4,25.0,,9,9,2022,In Progress
6312,8,71,7,46.66666666666666,,26,9,2024,In Progress
6313,8,71,5,33.33333333333333,,10,10,2024,In Progress
6314,8,71,14,93.33333333333331,,6,10,2024,In Progress
6315,8,71,6,40.0,,29,10,2024,In Progress
6316,9,71,2,40.0,,16,3,2020,In Progress
6317,9,71,4,80.0,,26,3,2020,In Progress
6318,9,71,3,60.0,,25,4,2020,In Progress
6319,9,71,2,40.0,,3,5,2020,In Progress
6320,10,71,4,30.76923076923077,,10,7,2024,In Progress
6321,10,71,8,61.53846153846154,,15,7,2024,In Progress
6322,10,71,10,76.92307692307693,,26,7,2024,In Progress
6323,11,71,1,7.6923076923076925,,27,11,2022,In Progress
6324,11,71,2,15.384615384615383,,1,12,2022,In Progress
6325,12,71,6,75.0,,8,12,2021,In Progress
6326,12,71,6,75.0,,16,12,2021,In Progress
6327,12,71,4,50.0,,17,1,2022,In Progress
6328,12,71,6,75.0,,22,1,2022,In Progress
6329,12,71,3,37.5,,18,2,2022,In Progress
6330,13,71,7,77.77777777777779,,2,7,2020,In Progress
6331,14,71,9,45.0,,14,4,2022,In Progress
6332,14,71,19,95.0,,18,4,2022,In Progress
6333,14,71,8,40.0,,8,5,2022,In Progress
6334,14,71,16,80.0,,29,4,2022,In Progress
6335,15,71,3,21.428571428571427,,18,12,2021,In Progress
6336,15,71,11,78.57142857142857,,4,1,2022,In Progress
6337,15,71,13,92.85714285714286,,3,1,2022,In Progress
6338,16,71,2,28.57142857142857,,27,5,2020,In Progress
6339,16,71,7,100.0,tough.pdf,8,6,2020,Completed
6340,16,71,2,28.57142857142857,,16,6,2020,In Progress
6341,16,71,6,85.71428571428571,,14,6,2020,In Progress
6342,16,71,6,85.71428571428571,,15,8,2020,In Progress
6343,17,71,2,22.22222222222222,,6,3,2020,In Progress
6344,17,71,6,66.66666666666666,,7,3,2020,In Progress
6345,17,71,8,88.88888888888889,,13,4,2020,In Progress
6346,18,71,8,72.72727272727273,,24,4,2024,In Progress
6347,18,71,9,81.81818181818183,,2,5,2024,In Progress
6348,18,71,7,63.63636363636363,,2,5,2024,In Progress
6349,18,71,7,63.63636363636363,,8,6,2024,In Progress
6350,18,71,8,72.72727272727273,,7,6,2024,In Progress
6351,19,71,9,60.0,,1,10,2022,In Progress
6352,19,71,7,46.66666666666666,,8,10,2022,In Progress
6353,19,71,10,66.66666666666666,,13,10,2022,In Progress
6354,20,71,9,60.0,,2,11,2021,In Progress
6355,20,71,14,93.33333333333331,,21,11,2021,In Progress
6356,20,71,13,86.66666666666667,,2,12,2021,In Progress
6357,21,71,14,87.5,,21,3,2021,In Progress
6358,21,71,7,43.75,,28,3,2021,In Progress
6359,21,71,12,75.0,,8,4,2021,In Progress
6360,22,71,1,7.142857142857142,,28,7,2022,In Progress
6361,22,71,4,28.57142857142857,,9,8,2022,In Progress
6362,22,71,11,78.57142857142857,,30,7,2022,In Progress
6363,23,71,2,22.22222222222222,,16,9,2023,In Progress
6364,23,71,1,11.11111111111111,,26,9,2023,In Progress
6365,23,71,3,33.33333333333333,,18,10,2023,In Progress
6366,23,71,8,88.88888888888889,,22,10,2023,In Progress
6367,24,71,3,50.0,,12,7,2023,In Progress
6368,25,71,3,20.0,,23,1,2023,In Progress
6369,25,71,10,66.66666666666666,,10,2,2023,In Progress
6370,25,71,12,80.0,,31,1,2023,In Progress
6371,25,71,11,73.33333333333333,,3,3,2023,In Progress
6372,25,71,5,33.33333333333333,,24,2,2023,In Progress
6373,26,71,8,57.14285714285714,,23,11,2023,In Progress
6374,26,71,11,78.57142857142857,,3,12,2023,In Progress
6375,27,71,7,70.0,,11,1,2021,In Progress
6376,27,71,2,20.0,,17,1,2021,In Progress
6377,27,71,4,40.0,,16,2,2021,In Progress
6378,28,71,1,16.666666666666664,,2,1,2024,In Progress
6379,28,71,4,66.66666666666666,,3,1,2024,In Progress
6380,28,71,3,50.0,,6,1,2024,In Progress
6381,29,71,4,22.22222222222222,,13,8,2022,In Progress
6382,30,71,7,38.88888888888889,,13,2,2021,In Progress
6383,30,71,16,88.88888888888889,,2,3,2021,In Progress
6384,1,72,1,20.0,,9,4,2022,In Progress
6385,2,72,1,11.11111111111111,,16,4,2022,In Progress
6386,2,72,2,22.22222222222222,,23,4,2022,In Progress
6387,3,72,5,50.0,,10,5,2024,In Progress
6388,3,72,2,20.0,,22,5,2024,In Progress
6389,3,72,6,60.0,,14,5,2024,In Progress
6390,3,72,7,70.0,,27,6,2024,In Progress
6391,3,72,2,20.0,,30,5,2024,In Progress
6392,4,72,3,20.0,,5,4,2022,In Progress
6393,5,72,1,14.285714285714285,,3,4,2022,In Progress
6394,5,72,4,57.14285714285714,,28,4,2022,In Progress
6395,5,72,2,28.57142857142857,,12,4,2022,In Progress
6396,5,72,4,57.14285714285714,,29,4,2022,In Progress
6397,5,72,3,42.85714285714285,,13,4,2022,In Progress
6398,6,72,2,11.76470588235294,,4,1,2024,In Progress
6399,6,72,5,29.411764705882355,,24,1,2024,In Progress
6400,6,72,9,52.94117647058824,,22,1,2024,In Progress
6401,7,72,14,87.5,,24,8,2022,In Progress
6402,7,72,8,50.0,,9,9,2022,In Progress
6403,8,72,1,6.666666666666667,,26,9,2024,In Progress
6404,8,72,3,20.0,,5,10,2024,In Progress
6405,9,72,5,100.0,moment.pdf,15,4,2022,Completed
6406,9,72,2,40.0,,31,3,2022,In Progress
6407,9,72,3,60.0,,25,4,2022,In Progress
6408,9,72,2,40.0,,21,4,2022,In Progress
6409,9,72,1,20.0,,30,3,2022,In Progress
6410,10,72,12,92.3076923076923,,10,7,2024,In Progress
6411,10,72,4,30.76923076923077,,16,7,2024,In Progress
6412,10,72,11,84.61538461538461,,19,8,2024,In Progress
6413,10,72,3,23.07692307692308,,30,8,2024,In Progress
6414,10,72,4,30.76923076923077,,12,9,2024,In Progress
6415,11,72,10,76.92307692307693,,27,11,2022,In Progress
6416,12,72,8,100.0,property.pdf,5,4,2022,Completed
6417,12,72,8,100.0,many.pdf,14,4,2022,Completed
6418,13,72,1,11.11111111111111,,12,4,2022,In Progress
6419,13,72,2,22.22222222222222,,3,4,2022,In Progress
6420,13,72,4,44.44444444444444,,16,4,2022,In Progress
6421,13,72,3,33.33333333333333,,31,3,2022,In Progress
6422,13,72,6,66.66666666666666,,18,4,2022,In Progress
6423,14,72,6,30.0,,22,4,2022,In Progress
6424,14,72,3,15.0,,18,4,2022,In Progress
6425,14,72,16,80.0,,4,5,2022,In Progress
6426,15,72,12,85.71428571428571,,13,4,2022,In Progress
6427,15,72,14,100.0,night.pdf,29,4,2022,Completed
6428,16,72,4,57.14285714285714,,5,4,2022,In Progress
6429,16,72,3,42.85714285714285,,23,4,2022,In Progress
6430,16,72,5,71.42857142857143,,18,4,2022,In Progress
6431,17,72,9,100.0,into.pdf,8,4,2022,Completed
6432,17,72,2,22.22222222222222,,17,4,2022,In Progress
6433,17,72,2,22.22222222222222,,4,4,2022,In Progress
6434,17,72,5,55.55555555555556,,28,4,2022,In Progress
6435,18,72,7,63.63636363636363,,24,4,2024,In Progress
6436,18,72,8,72.72727272727273,,29,4,2024,In Progress
6437,18,72,10,90.9090909090909,,12,5,2024,In Progress
6438,18,72,2,18.181818181818183,,27,5,2024,In Progress
6439,18,72,1,9.090909090909092,,13,7,2024,In Progress
6440,19,72,10,66.66666666666666,,1,10,2022,In Progress
6441,19,72,10,66.66666666666666,,16,10,2022,In Progress
6442,19,72,5,33.33333333333333,,2,11,2022,In Progress
6443,19,72,9,60.0,,7,10,2022,In Progress
6444,19,72,12,80.0,,20,12,2022,In Progress
6445,20,72,6,40.0,,10,4,2022,In Progress
6446,20,72,10,66.66666666666666,,12,4,2022,In Progress
6447,20,72,3,20.0,,5,4,2022,In Progress
6448,20,72,9,60.0,,10,4,2022,In Progress
6449,21,72,1,6.25,,13,4,2022,In Progress
6450,22,72,8,57.14285714285714,,28,7,2022,In Progress
6451,22,72,9,64.28571428571429,,31,7,2022,In Progress
6452,22,72,13,92.85714285714286,,7,8,2022,In Progress
6453,22,72,10,71.42857142857143,,8,9,2022,In Progress
6454,22,72,6,42.85714285714285,,30,9,2022,In Progress
6455,23,72,5,55.55555555555556,,16,9,2023,In Progress
6456,24,72,4,66.66666666666666,,12,7,2023,In Progress
6457,24,72,5,83.33333333333334,,17,7,2023,In Progress
6458,24,72,6,100.0,direction.pdf,28,7,2023,Completed
6459,24,72,5,83.33333333333334,,4,9,2023,In Progress
6460,24,72,6,100.0,choice.pdf,9,8,2023,Completed
6461,25,72,6,40.0,,23,1,2023,In Progress
6462,25,72,9,60.0,,4,2,2023,In Progress
6463,25,72,8,53.333333333333336,,29,1,2023,In Progress
6464,26,72,1,7.142857142857142,,23,11,2023,In Progress
6465,26,72,6,42.85714285714285,,26,11,2023,In Progress
6466,26,72,4,28.57142857142857,,13,12,2023,In Progress
6467,26,72,8,57.14285714285714,,5,12,2023,In Progress
6468,27,72,1,10.0,,7,4,2022,In Progress
6469,28,72,4,66.66666666666666,,2,1,2024,In Progress
6470,28,72,2,33.33333333333333,,5,1,2024,In Progress
6471,28,72,1,16.666666666666664,,1,2,2024,In Progress
6472,29,72,1,5.555555555555555,,13,8,2022,In Progress
6473,29,72,13,72.22222222222221,,30,8,2022,In Progress
6474,29,72,14,77.77777777777779,,20,9,2022,In Progress
6475,29,72,14,77.77777777777779,,16,8,2022,In Progress
6476,30,72,14,77.77777777777779,,24,4,2022,In Progress
6477,30,72,1,5.555555555555555,,11,4,2022,In Progress
6478,1,73,3,60.0,,20,9,2024,In Progress
6479,1,73,3,60.0,,30,9,2024,In Progress
6480,1,73,3,60.0,,8,10,2024,In Progress
6481,1,73,4,80.0,,10,10,2024,In Progress
6482,2,73,1,11.11111111111111,,18,9,2024,In Progress
6483,2,73,4,44.44444444444444,,6,10,2024,In Progress
6484,2,73,9,100.0,Mrs.pdf,14,9,2024,Completed
6485,2,73,9,100.0,article.pdf,11,10,2024,Completed
6486,3,73,5,50.0,,12,9,2024,In Progress
6487,3,73,2,20.0,,26,9,2024,In Progress
6488,4,73,15,100.0,brother.pdf,11,9,2024,Completed
6489,4,73,6,40.0,,3,10,2024,In Progress
6490,4,73,10,66.66666666666666,,27,9,2024,In Progress
6491,4,73,4,26.666666666666668,,7,10,2024,In Progress
6492,4,73,15,100.0,level.pdf,21,9,2024,Completed
6493,5,73,2,28.57142857142857,,28,9,2024,In Progress
6494,5,73,7,100.0,executive.pdf,1,10,2024,Completed
6495,5,73,6,85.71428571428571,,27,9,2024,In Progress
6496,5,73,3,42.85714285714285,,12,9,2024,In Progress
6497,6,73,7,41.17647058823529,,30,9,2024,In Progress
6498,6,73,9,52.94117647058824,,14,9,2024,In Progress
6499,7,73,15,93.75,,29,9,2024,In Progress
6500,7,73,8,50.0,,16,9,2024,In Progress
6501,7,73,6,37.5,,27,9,2024,In Progress
6502,8,73,7,46.66666666666666,,26,9,2024,In Progress
6503,8,73,15,100.0,moment.pdf,7,10,2024,Completed
6504,8,73,13,86.66666666666667,,16,10,2024,In Progress
6505,8,73,10,66.66666666666666,,4,11,2024,In Progress
6506,9,73,5,100.0,idea.pdf,2,10,2024,Completed
6507,9,73,2,40.0,,10,10,2024,In Progress
6508,9,73,4,80.0,,18,9,2024,In Progress
6509,10,73,10,76.92307692307693,,28,9,2024,In Progress
6510,10,73,8,61.53846153846154,,25,9,2024,In Progress
6511,10,73,3,23.07692307692308,,20,9,2024,In Progress
6512,10,73,1,7.6923076923076925,,29,9,2024,In Progress
6513,11,73,5,38.46153846153847,,28,9,2024,In Progress
6514,11,73,10,76.92307692307693,,29,9,2024,In Progress
6515,11,73,12,92.3076923076923,,7,10,2024,In Progress
6516,11,73,12,92.3076923076923,,9,10,2024,In Progress
6517,12,73,1,12.5,,12,9,2024,In Progress
6518,13,73,4,44.44444444444444,,16,9,2024,In Progress
6519,13,73,9,100.0,stop.pdf,8,10,2024,Completed
6520,13,73,6,66.66666666666666,,29,9,2024,In Progress
6521,14,73,1,5.0,,11,10,2024,In Progress
6522,14,73,11,55.00000000000001,,11,9,2024,In Progress
6523,14,73,15,75.0,,15,9,2024,In Progress
6524,15,73,10,71.42857142857143,,8,10,2024,In Progress
6525,15,73,14,100.0,along.pdf,22,9,2024,Completed
6526,15,73,6,42.85714285714285,,1,10,2024,In Progress
6527,15,73,12,85.71428571428571,,26,9,2024,In Progress
6528,15,73,10,71.42857142857143,,11,10,2024,In Progress
6529,16,73,7,100.0,they.pdf,22,9,2024,Completed
6530,16,73,5,71.42857142857143,,28,9,2024,In Progress
6531,16,73,6,85.71428571428571,,29,9,2024,In Progress
6532,17,73,2,22.22222222222222,,22,9,2024,In Progress
6533,17,73,2,22.22222222222222,,27,9,2024,In Progress
6534,18,73,4,36.36363636363637,,14,9,2024,In Progress
6535,19,73,5,33.33333333333333,,18,9,2024,In Progress
6536,19,73,4,26.666666666666668,,21,9,2024,In Progress
6537,19,73,3,20.0,,28,9,2024,In Progress
6538,19,73,7,46.66666666666666,,18,9,2024,In Progress
6539,19,73,5,33.33333333333333,,30,9,2024,In Progress
6540,20,73,8,53.333333333333336,,5,10,2024,In Progress
6541,20,73,14,93.33333333333331,,15,9,2024,In Progress
6542,20,73,15,100.0,focus.pdf,2,10,2024,Completed
6543,20,73,4,26.666666666666668,,12,9,2024,In Progress
6544,20,73,3,20.0,,15,9,2024,In Progress
6545,21,73,12,75.0,,1,10,2024,In Progress
6546,21,73,1,6.25,,8,10,2024,In Progress
6547,22,73,13,92.85714285714286,,20,9,2024,In Progress
6548,22,73,1,7.142857142857142,,27,9,2024,In Progress
6549,23,73,4,44.44444444444444,,21,9,2024,In Progress
6550,23,73,3,33.33333333333333,,12,9,2024,In Progress
6551,23,73,2,22.22222222222222,,24,9,2024,In Progress
6552,23,73,6,66.66666666666666,,29,9,2024,In Progress
6553,23,73,4,44.44444444444444,,2,10,2024,In Progress
6554,24,73,1,16.666666666666664,,8,10,2024,In Progress
6555,24,73,6,100.0,administration.pdf,11,9,2024,Completed
6556,24,73,1,16.666666666666664,,18,9,2024,In Progress
6557,25,73,15,100.0,thousand.pdf,19,9,2024,Completed
6558,25,73,10,66.66666666666666,,25,9,2024,In Progress
6559,26,73,3,21.428571428571427,,10,10,2024,In Progress
6560,26,73,6,42.85714285714285,,21,9,2024,In Progress
6561,26,73,7,50.0,,21,9,2024,In Progress
6562,26,73,13,92.85714285714286,,8,10,2024,In Progress
6563,26,73,5,35.714285714285715,,13,9,2024,In Progress
6564,27,73,1,10.0,,19,9,2024,In Progress
6565,27,73,4,40.0,,23,9,2024,In Progress
6566,27,73,2,20.0,,28,9,2024,In Progress
6567,28,73,3,50.0,,28,9,2024,In Progress
6568,28,73,4,66.66666666666666,,3,10,2024,In Progress
6569,28,73,6,100.0,as.pdf,15,9,2024,Completed
6570,28,73,3,50.0,,18,9,2024,In Progress
6571,28,73,1,16.666666666666664,,12,9,2024,In Progress
6572,29,73,17,94.44444444444444,,10,10,2024,In Progress
6573,29,73,12,66.66666666666666,,5,10,2024,In Progress
6574,29,73,17,94.44444444444444,,20,9,2024,In Progress
6575,29,73,5,27.77777777777778,,19,9,2024,In Progress
6576,29,73,17,94.44444444444444,,11,10,2024,In Progress
6577,30,73,6,33.33333333333333,,19,9,2024,In Progress
6578,1,74,4,80.0,,24,1,2022,In Progress
6579,1,74,1,20.0,,30,1,2022,In Progress
6580,1,74,4,80.0,,26,1,2022,In Progress
6581,2,74,8,88.88888888888889,,15,2,2022,In Progress
6582,2,74,7,77.77777777777779,,28,1,2022,In Progress
6583,2,74,1,11.11111111111111,,26,1,2022,In Progress
6584,2,74,7,77.77777777777779,,14,2,2022,In Progress
6585,3,74,9,90.0,,10,5,2024,In Progress
6586,3,74,5,50.0,,21,5,2024,In Progress
6587,3,74,2,20.0,,15,6,2024,In Progress
6588,4,74,15,100.0,career.pdf,30,1,2022,Completed
6589,4,74,3,20.0,,30,1,2022,In Progress
6590,4,74,1,6.666666666666667,,3,2,2022,In Progress
6591,4,74,4,26.666666666666668,,25,1,2022,In Progress
6592,4,74,8,53.333333333333336,,24,1,2022,In Progress
6593,5,74,5,71.42857142857143,,30,1,2022,In Progress
6594,5,74,1,14.285714285714285,,9,2,2022,In Progress
6595,5,74,7,100.0,large.pdf,4,2,2022,Completed
6596,6,74,6,35.294117647058826,,4,1,2024,In Progress
6597,7,74,6,37.5,,24,8,2022,In Progress
6598,7,74,1,6.25,,27,8,2022,In Progress
6599,7,74,10,62.5,,3,10,2022,In Progress
6600,8,74,15,100.0,music.pdf,26,9,2024,Completed
6601,8,74,9,60.0,,5,10,2024,In Progress
6602,9,74,4,80.0,,12,2,2022,In Progress
6603,9,74,2,40.0,,14,2,2022,In Progress
6604,9,74,4,80.0,,8,2,2022,In Progress
6605,10,74,10,76.92307692307693,,10,7,2024,In Progress
6606,10,74,13,100.0,item.pdf,25,7,2024,Completed
6607,10,74,13,100.0,gun.pdf,9,8,2024,Completed
6608,11,74,10,76.92307692307693,,27,11,2022,In Progress
6609,11,74,8,61.53846153846154,,4,12,2022,In Progress
6610,11,74,12,92.3076923076923,,1,12,2022,In Progress
6611,11,74,5,38.46153846153847,,15,12,2022,In Progress
6612,11,74,4,30.76923076923077,,22,1,2023,In Progress
6613,12,74,4,50.0,,23,1,2022,In Progress
6614,12,74,1,12.5,,25,1,2022,In Progress
6615,12,74,8,100.0,get.pdf,11,2,2022,Completed
6616,13,74,2,22.22222222222222,,22,1,2022,In Progress
6617,13,74,7,77.77777777777779,,9,2,2022,In Progress
6618,13,74,6,66.66666666666666,,17,2,2022,In Progress
6619,13,74,7,77.77777777777779,,16,2,2022,In Progress
6620,13,74,9,100.0,responsibility.pdf,26,1,2022,Completed
6621,14,74,19,95.0,,14,4,2022,In Progress
6622,14,74,14,70.0,,4,5,2022,In Progress
6623,15,74,14,100.0,natural.pdf,22,1,2022,Completed
6624,16,74,4,57.14285714285714,,16,2,2022,In Progress
6625,16,74,7,100.0,crime.pdf,31,1,2022,Completed
6626,16,74,7,100.0,price.pdf,6,2,2022,Completed
6627,16,74,2,28.57142857142857,,26,1,2022,In Progress
6628,16,74,6,85.71428571428571,,2,2,2022,In Progress
6629,17,74,9,100.0,sense.pdf,24,1,2022,Completed
6630,17,74,2,22.22222222222222,,5,2,2022,In Progress
6631,17,74,7,77.77777777777779,,4,2,2022,In Progress
6632,17,74,9,100.0,cold.pdf,31,1,2022,Completed
6633,17,74,3,33.33333333333333,,10,2,2022,In Progress
6634,18,74,10,90.9090909090909,,24,4,2024,In Progress
6635,18,74,2,18.181818181818183,,27,4,2024,In Progress
6636,18,74,4,36.36363636363637,,18,5,2024,In Progress
6637,19,74,1,6.666666666666667,,1,10,2022,In Progress
6638,19,74,15,100.0,blood.pdf,11,10,2022,Completed
6639,19,74,8,53.333333333333336,,9,10,2022,In Progress
6640,19,74,6,40.0,,10,10,2022,In Progress
6641,20,74,1,6.666666666666667,,15,2,2022,In Progress
6642,20,74,12,80.0,,19,1,2022,In Progress
6643,20,74,4,26.666666666666668,,21,1,2022,In Progress
6644,21,74,10,62.5,,17,2,2022,In Progress
6645,21,74,14,87.5,,17,2,2022,In Progress
6646,21,74,3,18.75,,17,2,2022,In Progress
6647,22,74,10,71.42857142857143,,28,7,2022,In Progress
6648,22,74,6,42.85714285714285,,9,8,2022,In Progress
6649,23,74,1,11.11111111111111,,16,9,2023,In Progress
6650,23,74,8,88.88888888888889,,21,9,2023,In Progress
6651,23,74,3,33.33333333333333,,12,10,2023,In Progress
6652,23,74,2,22.22222222222222,,13,10,2023,In Progress
6653,23,74,4,44.44444444444444,,30,10,2023,In Progress
6654,24,74,5,83.33333333333334,,12,7,2023,In Progress
6655,24,74,6,100.0,site.pdf,18,7,2023,Completed
6656,24,74,3,50.0,,13,8,2023,In Progress
6657,24,74,2,33.33333333333333,,15,7,2023,In Progress
6658,25,74,5,33.33333333333333,,23,1,2023,In Progress
6659,25,74,3,20.0,,31,1,2023,In Progress
6660,25,74,2,13.333333333333334,,14,2,2023,In Progress
6661,25,74,5,33.33333333333333,,12,3,2023,In Progress
6662,26,74,9,64.28571428571429,,23,11,2023,In Progress
6663,26,74,9,64.28571428571429,,28,11,2023,In Progress
6664,27,74,8,80.0,,1,2,2022,In Progress
6665,27,74,5,50.0,,18,2,2022,In Progress
6666,27,74,6,60.0,,7,2,2022,In Progress
6667,27,74,6,60.0,,9,2,2022,In Progress
6668,27,74,7,70.0,,13,2,2022,In Progress
6669,28,74,3,50.0,,2,1,2024,In Progress
6670,28,74,1,16.666666666666664,,3,1,2024,In Progress
6671,28,74,3,50.0,,24,1,2024,In Progress
6672,29,74,17,94.44444444444444,,13,8,2022,In Progress
6673,30,74,13,72.22222222222221,,14,2,2022,In Progress
6674,30,74,13,72.22222222222221,,20,1,2022,In Progress
6675,30,74,16,88.88888888888889,,26,1,2022,In Progress
6676,30,74,14,77.77777777777779,,6,2,2022,In Progress
6677,30,74,12,66.66666666666666,,19,1,2022,In Progress
6678,1,75,3,60.0,,18,4,2020,In Progress
6679,1,75,5,100.0,right.pdf,21,4,2020,Completed
6680,1,75,2,40.0,,20,5,2020,In Progress
6681,2,75,1,11.11111111111111,,12,9,2020,In Progress
6682,2,75,9,100.0,after.pdf,30,9,2020,Completed
6683,3,75,4,40.0,,10,5,2024,In Progress
6684,3,75,6,60.0,,22,5,2024,In Progress
6685,3,75,1,10.0,,26,5,2024,In Progress
6686,3,75,8,80.0,,3,6,2024,In Progress
6687,3,75,7,70.0,,27,6,2024,In Progress
6688,4,75,15,100.0,south.pdf,7,10,2021,Completed
6689,4,75,11,73.33333333333333,,21,10,2021,In Progress
6690,5,75,2,28.57142857142857,,24,2,2021,In Progress
6691,5,75,1,14.285714285714285,,26,2,2021,In Progress
6692,5,75,1,14.285714285714285,,22,3,2021,In Progress
6693,5,75,2,28.57142857142857,,17,3,2021,In Progress
6694,6,75,17,100.0,hand.pdf,4,1,2024,Completed
6695,6,75,10,58.82352941176471,,8,1,2024,In Progress
6696,6,75,7,41.17647058823529,,3,2,2024,In Progress
6697,6,75,1,5.88235294117647,,21,2,2024,In Progress
6698,6,75,7,41.17647058823529,,28,1,2024,In Progress
6699,7,75,9,56.25,,24,8,2022,In Progress
6700,7,75,1,6.25,,25,8,2022,In Progress
6701,7,75,16,100.0,trip.pdf,5,9,2022,Completed
6702,7,75,6,37.5,,8,10,2022,In Progress
6703,7,75,7,43.75,,7,10,2022,In Progress
6704,8,75,9,60.0,,26,9,2024,In Progress
6705,8,75,5,33.33333333333333,,8,10,2024,In Progress
6706,8,75,2,13.333333333333334,,28,10,2024,In Progress
6707,8,75,6,40.0,,14,10,2024,In Progress
6708,8,75,4,26.666666666666668,,25,11,2024,In Progress
6709,9,75,5,100.0,federal.pdf,16,3,2020,Completed
6710,9,75,3,60.0,,5,4,2020,In Progress
6711,9,75,1,20.0,,1,4,2020,In Progress
6712,10,75,10,76.92307692307693,,10,7,2024,In Progress
6713,10,75,12,92.3076923076923,,14,7,2024,In Progress
6714,10,75,10,76.92307692307693,,3,8,2024,In Progress
6715,11,75,6,46.15384615384615,,27,11,2022,In Progress
6716,11,75,9,69.23076923076923,,6,12,2022,In Progress
6717,11,75,5,38.46153846153847,,31,12,2022,In Progress
6718,11,75,4,30.76923076923077,,23,1,2023,In Progress
6719,12,75,5,62.5,,8,12,2021,In Progress
6720,12,75,1,12.5,,25,12,2021,In Progress
6721,12,75,5,62.5,,9,1,2022,In Progress
6722,12,75,3,37.5,,4,1,2022,In Progress
6723,12,75,8,100.0,improve.pdf,14,2,2022,Completed
6724,13,75,6,66.66666666666666,,2,7,2020,In Progress
6725,13,75,2,22.22222222222222,,18,7,2020,In Progress
6726,13,75,9,100.0,bill.pdf,11,8,2020,Completed
6727,13,75,1,11.11111111111111,,1,8,2020,In Progress
6728,14,75,9,45.0,,14,4,2022,In Progress
6729,14,75,16,80.0,,20,4,2022,In Progress
6730,14,75,3,15.0,,6,5,2022,In Progress
6731,15,75,6,42.85714285714285,,18,12,2021,In Progress
6732,15,75,13,92.85714285714286,,3,1,2022,In Progress
6733,15,75,6,42.85714285714285,,17,1,2022,In Progress
6734,15,75,8,57.14285714285714,,17,1,2022,In Progress
6735,15,75,13,92.85714285714286,,3,1,2022,In Progress
6736,16,75,1,14.285714285714285,,27,5,2020,In Progress
6737,17,75,4,44.44444444444444,,6,3,2020,In Progress
6738,17,75,9,100.0,what.pdf,22,3,2020,Completed
6739,17,75,6,66.66666666666666,,12,3,2020,In Progress
6740,17,75,1,11.11111111111111,,27,3,2020,In Progress
6741,18,75,9,81.81818181818183,,24,4,2024,In Progress
6742,18,75,4,36.36363636363637,,2,5,2024,In Progress
6743,18,75,7,63.63636363636363,,10,5,2024,In Progress
6744,19,75,1,6.666666666666667,,1,10,2022,In Progress
6745,19,75,9,60.0,,8,10,2022,In Progress
6746,19,75,5,33.33333333333333,,25,10,2022,In Progress
6747,19,75,3,20.0,,30,11,2022,In Progress
6748,19,75,9,60.0,,30,11,2022,In Progress
6749,20,75,11,73.33333333333333,,2,11,2021,In Progress
6750,20,75,8,53.333333333333336,,8,11,2021,In Progress
6751,20,75,2,13.333333333333334,,8,11,2021,In Progress
6752,20,75,5,33.33333333333333,,11,12,2021,In Progress
6753,21,75,5,31.25,,21,3,2021,In Progress
6754,22,75,8,57.14285714285714,,28,7,2022,In Progress
6755,22,75,3,21.428571428571427,,4,8,2022,In Progress
6756,22,75,10,71.42857142857143,,31,8,2022,In Progress
6757,23,75,7,77.77777777777779,,16,9,2023,In Progress
6758,23,75,5,55.55555555555556,,3,10,2023,In Progress
6759,23,75,9,100.0,as.pdf,14,10,2023,Completed
6760,23,75,1,11.11111111111111,,4,10,2023,In Progress
6761,24,75,4,66.66666666666666,,12,7,2023,In Progress
6762,24,75,3,50.0,,13,7,2023,In Progress
6763,24,75,6,100.0,prevent.pdf,26,7,2023,Completed
6764,25,75,15,100.0,PM.pdf,23,1,2023,Completed
6765,26,75,14,100.0,something.pdf,23,11,2023,Completed
6766,27,75,8,80.0,,11,1,2021,In Progress
6767,27,75,7,70.0,,25,1,2021,In Progress
6768,27,75,7,70.0,,18,2,2021,In Progress
